-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Observed      |      Rel. |    Aki     | Acc. |      Ei           Ek      |             Lower level             |              Upper level               |  gi   gk  |Type|               TP  |       Line  |
     Wavelength     |      Int. |   (s^-1)   |      |    (cm-1)       (cm-1)    |-------------------------------------|----------------------------------------|           |    |              Ref. |       Ref.  |
      Air (nm)      |           |            |      |                           | Conf.                 | Term  | J   | Conf.                 | Term     | J   |           |    |                   |             |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Wavelength    |  Rel      |    Aki     | Acc  |              Ei - Ek      | L Conf                |L Term | L J | U Conf                |U Term    | U J |   gi - gk |Type|             TP    |    Line     |
         393.58602  |       407 |            |      |  26339.696  -   51739.920 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 2   | 3d6.(5D).4s (4D).5s   | e 3D     | 2   |   5 - 5   |    |                   |     L11631  |
         393.73276  |      7800 | 1.66e+06   | B    |  21715.732  -   47106.484 | 3d7.(2G).4s           | a 3G  | 5   | 3d6.(3H).4s.4p.(3P*)  | z 3H*    | 4   |  11 - 9   |    |             T5720 |     L11631  |
         394.08773  |     10000 | 1.20e+05   | A    |   7728.060  -   33095.941 | 3d7.(4F).4s           | a 5F  | 3   | 3d7.(4F).4p           | y 5D*    | 4   |   7 - 9   |    |             T3548 |     L11631  |
         394.1183   |       560 |            |      |  31307.245  -   56673.145 | 3d6.(5D).4s.4p.(3P*)  | z 3F* | 4   | 3d6.4s.(6D).5d        | 5G       | 4   |   9 - 9   |    |                   |     L11631  |
         394.12750  |      2570 | 9.1e+06    | D    |  26339.696  -   51705.014 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 2   | 3d6.(5D).4s (6D).4d   | f 5F     | 2   |   5 - 5   |    |            T2578n |     L11631  |
         394.23638  |      1100 | 5.17e+05   | C+   |  24118.819  -   49477.127 | 3d6.4s2               | b 3G  | 4   | 3d6.(3F2).4s.4p.(3P*) | 1F*      | 3   |   9 - 7   |    |             T5720 |     L11631  |
         394.24397  |      8300 | 9.62e+06   | C+   |  22946.816  -   48304.643 | 3d7.(4P).4s           | b 3P  | 1   | 3d7.(4P).4p           | x 3P*    | 2   |   3 - 5   |    |             T5720 |     L11631  |
         394.33404  |      3630 | 6.46e+05   | C+   |  17726.988  -   43079.023 | 3d7.(4P).4s           | a 5P  | 2   | 3d6.(3P2).4s.4p.(3P*) | x 5P*    | 1   |   5 - 3   |    |             T5720 |     L11631  |
         394.35751  |       510 |            |      |  31322.613  -   56673.145 | 3d6.(5D).4s.4p.(3P*)  | z 3D* | 3   | 3d6.4s.(6D).5d        | 5G       | 4   |   7 - 9   |    |                   |     L11631  |
         394.47385  |       437 | 1.3e+06    | E    |  22946.816  -   48289.871 | 3d7.(4P).4s           | b 3P  | 1   | 3d5.(6S).4s2.4p       | v 5P*    | 1   |   3 - 3   |    |            T2578n |     L11631  |
         394.48890  |      2820 | 1.40e+06   | B    |  24118.819  -   49460.902 | 3d6.4s2               | b 3G  | 4   | 3d7.(2G).4p           | v 3G*    | 5   |   9 - 11  |    |             T5720 |     L11631  |
         394.51169  |      5500 | 1.65e+06   | C+   |  22249.429  -   47590.048 | 3d7.(2G).4s           | a 3G  | 3   | 3d6.(3G).4s.4p.(3P*)  | w 5G*    | 4   |   7 - 9   |    |             T5720 |     L11631  |
         394.69946  |      3470 | 3.91e+06   | C+   |  25899.989  -   51228.553 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 4   | 3d6.(5D).4s (6D).4d   | e 7G     | 5   |   9 - 11  |    |             T5720 |     L11631  |
         394.73786  |       398 |            |      |  19350.891  -   44677.006 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 5   | 3d6.(5D).4s (6D).5s   | e 5D     | 4   |  11 - 9   |    |                   |     L11631  |
         394.75306  |      4270 | 5.12e+06   | B    |  22838.323  -   48163.446 | 3d7.(4P).4s           | b 3P  | 2   | 3d5.(6S).4s2.4p       | v 5P*    | 2   |   5 - 5   |    |             T5720 |     L11631  |
         394.80970  |      8300 | 1.31e+07   | B    |  26140.179  -   51461.670 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 3   | 3d6.(5D).4s (6D).4d   | f 5F     | 4   |   7 - 9   |    |             T5720 |     L11631  |
         394.8276   |       269 |            |      |  26140.179  -   51460.518 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 3   | 3d6.(5D).4s (6D).4d   | e 7G     | 3   |   7 - 7   |    |                   |     L11631  |
         394.87746  |     20400 | 2.08e+07   | B    |  26351.040  -   51668.186 | 3d7.(2H).4s           | b 3H  | 5   | 3d7.(2H).4p           | u 3G*    | 4   |  11 - 9   |    |             T5720 |     L11631  |
         394.91412  |       560 | 4.2e+06    | E    |  27543.003  -   52857.804 | 3d7.(2P).4s           | a 1P  | 1   | 3d7.(2D2).4p          | t 3D*    | 1   |   3 - 3   |    |            T2578n |     L11631  |
         394.99527  |     29500 | 4.79e+06   | B    |  17550.181  -   42859.778 | 3d7.(4P).4s           | a 5P  | 3   | 3d6.(3P2).4s.4p.(3P*) | x 5P*    | 2   |   7 - 5   |    |             T5720 |     L11631  |
         395.0138   |       760 |            |      |  28604.613  -   53913.020 | 3d7.(2D2).4s          | a 1D  | 2   | 3d6.(3D).4s.4p.(3P*)  | 5D*      | 2   |   5 - 5   |    |                   |     L11631  |
         395.11629  |     15100 | 4.29e+07   | B    |  26406.465  -   51708.307 | 3d7.(2D2).4s          | a 3D  | 1   | 3d7.(2P).4p           | y 1D*    | 2   |   3 - 5   |    |             T5720 |     L11631  |
         395.2601   |   18200bl | 2.97e+06   | B+   |  21715.732  -   47008.371 | 3d7.(2G).4s           | a 3G  | 5   | 3d6.(3H).4s.4p.(3P*)  | z 3H*    | 5   |  11 - 11  |    |             T5720 |     L11631  |
         395.26955  |      2040 | 3.48e+06   | D+   |  22946.816  -   48238.847 | 3d7.(4P).4s           | b 3P  | 1   | 3d6.(3G).4s.4p.(3P*)  | v 5F*    | 2   |   3 - 5   |    |             T5720 |     L11631  |
         395.31511  |      4680 | 2.97e+06   | C+   |  24338.767  -   49627.884 | 3d6.4s2               | b 3G  | 3   | 3d7.(2G).4p           | v 3G*    | 4   |   7 - 9   |    |             T5720 |     L11631  |
         395.38574  |       910 | 6.4e+05    | D    |  22838.323  -   48122.928 | 3d7.(4P).4s           | b 3P  | 2   | 3d6.(3G).4s.4p.(3P*)  | v 5F*    | 3   |   5 - 7   |    |            T2578n |     L11631  |
         395.4712   |     457bl |            |      |  26351.040  -   51630.178 | 3d7.(2H).4s           | b 3H  | 5   | 3d6.(3H).4s.4p.(3P*)  | 1H*      | 5   |  11 - 11  |    |                   |     L11631  |
         395.53410  |      2400 | 1.5e+07    | D    |  26479.381  -   51754.497 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 1   | 3d6.(5D).4s (6D).4d   | f 5F     | 1   |   3 - 3   |    |            T2578n |     L11631  |
         395.59552  |      2570 | 4.19e+06   | B    |  24772.018  -   50043.213 | 3d7.(2P).4s           | c 3P  | 1   | 3d7.(2P).4p           | w 3P*    | 1   |   3 - 3   |    |             T5720 |     L11631  |
         395.64551  |     23400 | 1.76e+07   | B    |  26105.908  -   51373.910 | 3d7.(2H).4s           | b 3H  | 6   | 3d7.(2H).4p           | u 3G*    | 5   |  13 - 11  |    |             T5720 |     L11631  |
         395.6677   |  100000bl | 1.22e+07   | B+   |  21715.732  -   46982.320 | 3d7.(2G).4s           | a 3G  | 5   | 3d6.(3H).4s.4p.(3P*)  | z 3H*    | 6   |  11 - 13  |    |             T5720 |     L11631  |
         395.70181  |      6800 | 1.67e+07   | B+   |  26339.696  -   51604.103 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 2   | 3d6.(5D).4s (6D).4d   | f 5F     | 3   |   5 - 7   |    |             T5720 |     L11631  |
         396.02789  |      1000 | 4.10e+06   | C+   |  29356.744  -   54600.350 | 3d6.4s2               | b 3D  | 2   | 3d6.(3G).4s.4p.(3P*)  | t 3G*    | 3   |   5 - 7   |    |             T5720 |     L11631  |
         396.11400  |      1050 | 2.6e+06    | E    |  23051.750  -   48289.871 | 3d7.(4P).4s           | b 3P  | 0   | 3d5.(6S).4s2.4p       | v 5P*    | 1   |   1 - 3   |    |            T2578n |     L11631  |
         396.23517  |       407 | 1.2e+06    | E    |  26339.696  -   51570.097 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 2   | 3d6.(5D).4s (6D).4d   | e 7S     | 3   |   5 - 7   |    |            T2578n |     L11631  |
         396.31002  |      5500 | 1.5e+07    | D+   |  26479.381  -   51705.014 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 1   | 3d6.(5D).4s (6D).4d   | f 5F     | 2   |   3 - 5   |    |            T2491n |     L11631  |
         396.3432   |       200 |            |      |  26406.465  -   51630.001 | 3d7.(2D2).4s          | a 3D  | 1   | 3d6.(5D).4s (6D).5p   | t 5D*    | 2   |   3 - 5   |    |                   |     L11631  |
         396.45150  |      1660 | 2.17e+06   | C+   |  22946.816  -   48163.446 | 3d7.(4P).4s           | b 3P  | 1   | 3d5.(6S).4s2.4p       | v 5P*    | 2   |   3 - 5   |    |             T5720 |     L11631  |
         396.55086  |      1150 | 7.85e+05   | C    |  26140.179  -   51350.492 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 3   | 3d6.(5D).4s (4D).5s   | g 5D     | 4   |   7 - 9   |    |             T5720 |     L11631  |
         396.5915   |       324 |            |      |  33946.933  -   59154.662 | 3d6.(5D).4s.4p.(3P*)  | z 3P* | 2   | 3d6.4s.(4D).4d        | 3S       | 1   |   5 - 3   |    |                   |     L11631  |
         396.60614  |     19500 | 1.32e+06   | B+   |  12968.554  -   38175.355 | 3d7.(4F).4s           | a 3F  | 2   | 3d7.(4F).4p           | y 3D*    | 3   |   5 - 7   |    |             T5720 |     L11631  |
         396.64992  |      2630 |            |      |  26550.479  -   51754.497 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 0   | 3d6.(5D).4s (6D).4d   | f 5F     | 1   |   1 - 3   |    |                   |     L11631  |
         396.68097  |       930 | 6.81e+05   | C    |  26623.735  -   51825.773 | 3d7.(2D2).4s          | a 3D  | 2   | 3d7.(2H).4p           | u 3G*    | 3   |   5 - 7   |    |             T5720 |     L11631  |
         396.74204  |     14800 | 1.52e+07   | B    |  26627.609  -   51825.773 | 3d7.(2H).4s           | b 3H  | 4   | 3d7.(2H).4p           | u 3G*    | 3   |   9 - 7   |    |             T5720 |     L11631  |
         396.79611  |      3720 | 6.09e+06   | B+   |  26140.179  -   51334.911 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 3   | 3d6.(5D).4s (6D).4d   | e 7G     | 4   |   7 - 9   |    |             T5720 |     L11631  |
         396.92570  |    427000 | 2.26e+07   | B+   |  11976.239  -   37162.746 | 3d7.(4F).4s           | a 3F  | 4   | 3d7.(4F).4p           | y 3F*    | 3   |   9 - 7   |    |             T5720 |     L11631  |
         396.96274  |      3240 |            |      |  26224.969  -   51409.124 | 3d7.(2D2).4s          | a 3D  | 3   | 3d6.(3G).4s.4p.(3P*)  | x 3H*    | 4   |   7 - 9   |    |                   |     L11631  |
         397.02605  |      1620 |            |      |  28604.613  -   53784.750 | 3d7.(2D2).4s          | a 1D  | 2   | 3d7.(4F).5p           | 5D*      | 3   |   5 - 7   |    |                   |     L11631  |
         397.03888  |      5400 | 3.9e+07    | E    |  24772.018  -   49951.344 | 3d7.(2P).4s           | c 3P  | 1   | 3d7.(2P).4p           | w 3P*    | 0   |   3 - 1   |    |            T2578n |     L11631  |
         397.13224  |     13500 | 4.97e+06   | B    |  21715.732  -   46889.142 | 3d7.(2G).4s           | a 3G  | 5   | 3d6.(3F2).4s.4p.(3P*) | x 3F*    | 4   |  11 - 9   |    |             T5720 |     L11631  |
         397.2915   |       355 |            |      |  28819.954  -   53983.293 | 3d7.(2H).4s           | a 1H  | 5   | 3d6.(3G).4s.4p.(3P*)  | t 3G*    | 5   |  11 - 11  |    |                   |     L11631  |
         397.36490  |      2400 | 5.81e+06   | B    |  28604.613  -   53763.280 | 3d7.(2D2).4s          | a 1D  | 2   | 3d7.(2D2).4p          | x 1F*    | 3   |   5 - 7   |    |             T5720 |     L11631  |
         397.4256   |       219 |            |      |  33507.123  -   58661.978 | 3d7.(4F).4p           | y 5D* | 3   |                       | 58661e   | 4   |   7 - 9   |    |                   |     L11631  |
         397.43805  |       500 | 8.2e+05    | E    |  26140.179  -   51294.220 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 3   | 3d6.(5D).4s (4D).5s   | e 3D     | 3   |   7 - 7   |    |            T2578n |     L11631  |
         397.47573  |       720 | 3.44e+05   | C+   |  17927.382  -   43079.023 | 3d7.(4P).4s           | a 5P  | 1   | 3d6.(3P2).4s.4p.(3P*) | x 5P*    | 1   |   3 - 3   |    |             T5720 |     L11631  |
         397.52053  |       490 | 1.2e+05    | D    |  19912.495  -   45061.329 | 3d6.(5D).4s.4p.(3P*)  | z 7D* | 2   | 3d6.(5D).4s (6D).5s   | e 5D     | 3   |   5 - 7   |    |            T2578n |     L11631  |
         397.58410  |       363 |            |      |  28604.613  -   53749.405 | 3d7.(2D2).4s          | a 1D  | 2   | 3d6.(3G).4s.4p.(3P*)  | x 3F*    | 2   |   5 - 5   |    |                   |     L11631  |
         397.6385   |    1100bl | 3.98e+05   | C    |  24335.766  -   49477.127 | 3d7.(2P).4s           | c 3P  | 2   | 3d6.(3F2).4s.4p.(3P*) | 1F*      | 3   |   5 - 7   |    |             T5720 |     L11631  |
         397.65460  |       680 |            |      |  26224.969  -   51365.311 | 3d7.(2D2).4s          | a 3D  | 3   | 3d7.(2D2).4p          | v 3F*    | 3   |   7 - 7   |    |                   |     L11631  |
         397.6613   |    3800bl | 1.20e+07   | C+   |  27543.003  -   52682.920 | 3d7.(2P).4s           | a 1P  | 1   | 3d7.(2D2).4p          | t 3D*    | 2   |   3 - 5   |    |             T5720 |     L11631  |
         397.6861   |   3020bl* |            |      |  24338.767  -   49477.127 | 3d6.4s2               | b 3G  | 3   | 3d6.(3F2).4s.4p.(3P*) | 1F*      | 3   |   7 - 7   |    |                   |     L11631  |
         397.6861   |   3020bl* |            |      |  26623.735  -   51762.076 | 3d7.(2D2).4s          | a 3D  | 2   | 3d6.(3H).4s.4p.(3P*)  | x 1D*    | 2   |   5 - 5   |    |                   |     L11631  |
         397.77407  |     38000 | 6.41e+06   | B    |  17726.988  -   42859.778 | 3d7.(4P).4s           | a 5P  | 2   | 3d6.(3P2).4s.4p.(3P*) | x 5P*    | 2   |   5 - 5   |    |             T5720 |     L11631  |
         397.8456   |       229 |            |      |  22838.323  -   47966.585 | 3d7.(4P).4s           | b 3P  | 2   | 3d5.(6S).4s2.4p       | v 5P*    | 3   |   5 - 7   |    |                   |     L11631  |
         398.17708  |     17400 | 3.57e+06   | B    |  21999.130  -   47106.484 | 3d7.(2G).4s           | a 3G  | 4   | 3d6.(3H).4s.4p.(3P*)  | z 3H*    | 4   |   9 - 9   |    |             T5720 |     L11631  |
         398.39561  |     18200 | 5.72e+06   | B    |  21999.130  -   47092.712 | 3d7.(2G).4s           | a 3G  | 4   | 3d6.(3F2).4s.4p.(3P*) | x 3F*    | 3   |   9 - 7   |    |             T5720 |     L11631  |
         398.4934   |       282 |            |      |  26479.381  -   51566.802 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 1   | 3d6.(5D).4s (6D).4d   | e 7G     | 1   |   3 - 3   |    |                   |     L11631  |
         398.53157  |       417 |            |      |  20641.110  -   45726.130 | 3d6.4s2               | b 3F2 | 4   | 3d6.(3F2).4s.4p.(3P*) | x 5G*    | 5   |   9 - 11  |    |                   |     L11631  |
         398.53870  |      2630 | 8.53e+06   | B    |  26623.735  -   51708.307 | 3d7.(2D2).4s          | a 3D  | 2   | 3d7.(2P).4p           | y 1D*    | 2   |   5 - 5   |    |             T5720 |     L11631  |
         398.61714  |      7400 |            |      |  26224.969  -   51304.604 | 3d7.(2D2).4s          | a 3D  | 3   | 3d7.(2D2).4p          | v 3F*    | 4   |   7 - 9   |    |                   |     L11631  |
         398.98569  |      1350 | 5.3e+06    | D    |  28604.613  -   53661.079 | 3d7.(2D2).4s          | a 1D  | 2   | 3d7.(4F).5p           | 5F*      | 3   |   5 - 7   |    |            T2578n |     L11631  |
         399.03731  |      2340 | 1.43e+06   | B    |  24574.655  -   49627.884 | 3d7.(2G).4s           | a 1G  | 4   | 3d7.(2G).4p           | v 3G*    | 4   |   9 - 9   |    |             T5720 |     L11631  |
         399.3617   |       680 |            |      |  33946.933  -   58979.823 | 3d6.(5D).4s.4p.(3P*)  | z 3P* | 2   | 3d6.4s.(4D).4d        | 3D       | 2   |   5 - 5   |    |                   |     L11631  |
         399.41129  |      2140 | 9.22e+05   | C+   |  24574.655  -   49604.427 | 3d7.(2G).4s           | a 1G  | 4   | 3d7.(2G).4p           | y 3H*    | 5   |   9 - 11  |    |             T5720 |     L11631  |
         399.52044  |       331 |            |      |  33095.941  -   58118.875 | 3d7.(4F).4p           | y 5D* | 4   | 3d6.4s.(4D).4d        | 5F       | 4   |   9 - 9   |    |                   |     L11631  |
         399.5861   |       257 |            |      |  33946.933  -   58965.752 | 3d6.(5D).4s.4p.(3P*)  | z 3P* | 2   | 3d6.4s.(4D).4d        | 3D       | 1   |   5 - 3   |    |                   |     L11631  |
         399.59833  |      3630 | 1.60e+06   | B    |  21999.130  -   47017.188 | 3d7.(2G).4s           | a 3G  | 4   | 3d7.(4P).4p           | w 3D*    | 3   |   9 - 7   |    |             T5720 |     L11631  |
         399.69636  |      2240 | 7.95e+06   | C+   |  29798.936  -   54810.856 | 3d6.4s2               | b 1G2 | 4   | 3d6.(3G).4s.4p.(3P*)  | w 1G*    | 4   |   9 - 9   |    |             T5720 |     L11631  |
         399.73919  |     76000 | 1.26e+07   | B+   |  21999.130  -   47008.371 | 3d7.(2G).4s           | a 3G  | 4   | 3d6.(3H).4s.4p.(3P*)  | z 3H*    | 5   |   9 - 11  |    |             T5720 |     L11631  |
         399.74835  |       710 |            |      |  26140.179  -   51148.848 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 3   | 3d6.(5D).4s (6D).4d   | e 7F     | 3   |   7 - 7   |    |                   |     L11631  |
         399.80525  |     17400 | 5.70e+06   | B    |  21715.732  -   46720.842 | 3d7.(2G).4s           | a 3G  | 5   | 3d7.(4P).4p           | u 5D*    | 4   |  11 - 9   |    |             T5720 |     L11631  |
         400.0252   |     457bl | 2.2e+06    | E    |  26339.696  -   51331.052 | 3d6.(5D).4s.4p.(3P*)  | z 5D* | 2   | 3d6.(5D).4s (6D).4d   | e 7F     | 2   |   5 - 5   |    |            T2578n |     L11631  |
         400.04570  |      1480 | 1.01e+06   | C+   |  24118.819  -   49108.896 | 3d6.4s2               | b 3G  | 4   | 3d7.(2G).4p           | w 3F*    | 4   |   9 - 9   |    |             T5720 |     L11631  |
         400.16615  |      4470 | 7.47e+05   | C+   |  17550.181  -   42532.741 | 3d7.(4P).4s           | a 5P  | 3   | 3d6.(3P2).4s.4p.(3P*) | x 5P*    | 3   |   7 - 7   |    |             T5720 |     L11631  |
         400.26606  |       407 |            |      |  26224.969  -   51201.289 | 3d7.(2D2).4s          | a 3D  | 3   | 3d7.(2D2).4p          | v 3F*    | 2   |   7 - 5   |    |                   |     L11631  |
         400.37616  |       760 | 6.76e+06   | C    |  27543.003  -   52512.457 | 3d7.(2P).4s           | a 1P  | 1   | 3d7.(2P).4p           | u 3D*    | 1   |   3 - 3   |    |             T5720 |     L11631  |
         400.48272  |      3470 |            |      |  26105.908  -   51068.718 | 3d7.(2H).4s           | b 3H  | 6   | 3d6.(3G).4s.4p.(3P*)  | x 3H*    | 5   |  13 - 11  |    |                   |     L11631  |
         400.49782  |       930 |            |      |  24335.766  -   49297.635 | 3d7.(2P).4s           | c 3P  | 2   | 3d6.(3F2).4s.4p.(3P*) | v 3D*    | 1   |   5 - 3   |    |                   |     L11631  |
         400.52417  |    209000 | 2.04e+07   | A    |  12560.934  -   37521.161 | 3d7.(4F).4s           | a 3F  | 3   | 3d7.(4F).4p           | y 3F*    | 2   |   7 - 5   |    |             T3831 |     L11631  |
         400.53858  |       309 |            |      |  19552.478  -   44511.812 | 3d6.4s2               | a 3P2 | 1   | 3d7.(4P).4p           | y 5S*    | 2   |   3 - 5   |    |                   |     L11631  |
         400.5482   |     650bl |            |      |  20874.482  -   45833.223 | 3d6.4s2               | b 3F2 | 3   | 3d6.(3F2).4s.4p.(3P*) | x 5G*    | 4   |   7 - 9   |    |                   |     L11631  |
