-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Observed      |             Rel. |    Aki     | Acc. |        Ei           Ek        |             Lower level              |              Upper level              |  gi   gk  |Type|            TP  |           Line  |
     Wavelength     |             Int. |   (s^-1)   |      |      (cm-1)       (cm-1)      |--------------------------------------|---------------------------------------|           |    |           Ref. |           Ref.  |
      Air (nm)      |                  |            |      |                               | Conf.                 | Term  | J    | Conf.                 | Term   | J    |           |    |                |                 |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Wavelength    |  Rel             |    Aki     | Acc  |              Ei - Ek          | L Conf                |L Term | L J  | U Conf                |U Term  | U J  |   gi - gk |Type|    	  TP    |        Line     |
         304.89915  |             5000 | 3.8e+07    | D+   |   47389.809   -    80178.005  | 3d6.(5D).4p           | z 4P* | 3/2  | 3d6.(5D).5s           | e 4D   | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         304.9567   |              260 |            |      |   27620.4033  -    60402.333  | 3d6.(3F2).4s          | a 2F  | 5/2  | 3d6.(3P2).4p          | y 4P*  | 5/2  |   6 - 6   |    |                |     L18349c142  |
         305.0146   |         110d,bl? |            |      |   72352.046   -   105127.773  | 3d6.(3D).4p           | w 4F* | 7/2  | 3d6.(5D).5d           | 4D     | 5/2  |   8 - 6   |    |                |     L18349c143  |
         305.1683   |             110? | 6.1e+06    | D+   |   73016.184   -   105775.517  | 3d6.(1G2).4p          | x 2F* | 7/2  | 3d6.(3F2).4d          | 2F     | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c143  |
         305.2580   |            100d? |            |      |   73751.276   -   106501.029  | 3d6.(1I).4p           | w 2H* | 9/2  | 3d5.4s.(7S).4d        | 6D     | 9/2  |  10 - 10  |    |                |     L18349c143  |
         305.2715   |            110d? |            |      |   72650.698   -   105398.876  | 3d6.(3D).4p           | w 4F* | 9/2  | 3d6.(3F2).4d          | 4H     | 11/2 |  10 - 12  |    |                |     L18349c143  |
         305.3617   |              130 |            |      |   65556.271   -    98294.909  | 3d6.(3H).4p           | z 2H* | 9/2  | 3d6.(3H).5s           | e 4H   | 11/2 |  10 - 12  |    |                |     L18349c142  |
         305.4345   |             1000 |            |      |   26932.7348  -    59663.440  | 3d6.(3P2).4s          | b 2P  | 1/2  | 3d6.(3P2).4p          | z 4S*  | 3/2  |   2 - 4   |    |                |     L18349c139  |
         305.52933  |      260bl(Fe I) |            |      |   73054.913   -   105775.517  | 3d6.(1G2).4p          | x 2F* | 5/2  | 3d6.(3F2).4d          | 2F     | 7/2  |   6 - 8   |    |                |     L18349c148  |
         305.53503  |             3600 | 5.7e+07    | D+   |   47626.110   -    80346.060  | 3d6.(5D).4p           | z 4P* | 1/2  | 3d6.(5D).5s           | e 4D   | 1/2  |   2 - 2   |    |       T6892c83 |     L18349c139  |
         305.5486   |               80 | 1.0e+07    | D+   |   77742.736   -   110461.272  | 3d6.(1D2).4p          | v 2F* | 5/2  | 3d6.(3G).4d           | 2D     | 3/2  |   6 - 4   |    |       T6892c83 |     L18349c143  |
         305.5823   |            130d? | 8.e+05     | D    |   65580.065   -    98294.909  | 3d6.(3G).4p           | x 4G* | 11/2 | 3d6.(3H).5s           | e 4H   | 11/2 |  12 - 12  |    |       T6892c83 |     L18349c142  |
         305.6802   |              900 | 1.7e+06    | D+   |   32875.6409  -    65580.065  | 3d6.(1I).4s           | a 2I  | 13/2 | 3d6.(3G).4p           | x 4G*  | 11/2 |  14 - 12  |    |       T6892c83 |     L18349c143  |
         305.7584   |    110d,bl(Fe I) |            |      |   72043.060   -   104739.057  | 3d6.(3D).4p           | w 4P* | 3/2  | 3d6.(3F2).4d          | 4P     | 5/2  |   4 - 6   |    |                |     L18349c143  |
         305.8363   |      200bl(Fe I) | 2.1e+06    | D+   |   67000.530   -    99688.355  | 3d6.(3F2).4p          | y 2D* | 5/2  | 3d6.(3F2).5s          | f 4F   | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c143  |
         305.8715   |              210 | 1.5e+06    | D+   |   73091.630   -   105775.517  | 3d6.(1G2).4p          | w 2G* | 9/2  | 3d6.(3F2).4d          | 2F     | 7/2  |  10 - 8   |    |       T6892c83 |     L18349c143  |
         305.9865   |             90d? | 1.0e+06    | D+   |   73091.630   -   105763.286  | 3d6.(1G2).4p          | w 2G* | 9/2  | 3d6.(3F2).4d          | 2H     | 11/2 |  10 - 12  |    |       T6892c83 |     L18349c142  |
         306.0005   |              900 |            |      |   32909.883   -    65580.065  | 3d6.(1I).4s           | a 2I  | 11/2 | 3d6.(3G).4p           | x 4G*  | 11/2 |  12 - 12  |    |                |     L18349c143  |
         306.1271   |              110 | 1.8e+06    | D    |   72429.675   -   105086.265  | 3d6.(3D).4p           | w 4D* | 1/2  | 3d6.(3F2).4d          | 4P     | 1/2  |   2 - 2   |    |       T6892c83 |     L18349c143  |
         306.1631   |          700d,bl |            |      |   31387.9788  -    64040.891  | 3d6.(3D).4s           | b 4D  | 5/2  | 3d6.(3F2).4p          | y 4G*  | 7/2  |   6 - 8   |    |                |     L18349c143  |
         306.2103   |              150 | 1.9e+07    | D+   |   67273.833   -    99921.670  | 3d6.(3F2).4p          | y 2D* | 3/2  | 3d6.(3P2).5s          | 2P     | 1/2  |   4 - 2   |    |       T6892c83 |     L18349c143  |
         306.22353  |   6000bl(Fe II)* |            |      |   54283.236   -    86929.664  | 3d5.4s2               | b 4G  | 7/2  | 3d6.(3P1).4p          | v 4D*  | 7/2  |   8 - 8   |    |                |     L18349c148  |
         306.22353  |   6000bl(Fe II)* | 1.4e+07    | D+   |   32909.883   -    65556.271  | 3d6.(1I).4s           | a 2I  | 11/2 | 3d6.(3H).4p           | z 2H*  | 9/2  |  12 - 10  |    |       T6892c83 |     L18349c148  |
         306.2647   |              90? |            |      |   73637.285   -   106279.329  | 3d5.4s2               | 4F    | 3/2  | 3d5.(4F).4s.4p.(3P*)  | 6F*    | 5/2  |   4 - 6   |    |                |     L18349c142  |
         306.3699   |              200 |            |      |   70986.667   -   103617.577  | 3d6.(1I).4p           | z 2K* | 13/2 | 3d6.(3H).4d           | 4H     | 13/2 |  14 - 14  |    |                |     L18349c143  |
         306.5211   | 110d,bl(Fe II)?* | 1.2e+06    | D    |   72619.499   -   105234.246  | 3d6.(3D).4p           | w 4D* | 5/2  | 3d6.(3P2).4d          | 4P     | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c143  |
         306.5211   | 110d,bl(Fe II)?* |            |      |   73016.184   -   105630.764  | 3d6.(1G2).4p          | x 2F* | 7/2  | 3d6.(5D).5d           | 4G     | 5/2  |   8 - 6   |    |                |     L18349c143  |
         306.53149  |             3500 | 2.9e+06    | D+   |   31811.814   -    64425.405  | 3d7                   | b 2F  | 5/2  | 3d6.(3F2).4p          | z 2F*  | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         306.5967   |              150 | 2.7e+05    | D    |   72261.742   -   104868.522  | 3d6.(1G2).4p          | x 2H* | 11/2 | 3d6.(5D).5d           | 6G     | 9/2  |  12 - 10  |    |       T6892c83 |     L18349c143  |
         306.7830   |            110d? | 8.e+05     | D    |   72651.914   -   105238.815  | 3d6.(3D).4p           | w 4D* | 7/2  | 3d6.(3P2).4d          | 2D     | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c143  |
         306.8753   |              600 | 4.3e+05    | D    |   33501.2957  -    66078.272  | 3d6.(1G2).4s          | c 2G  | 7/2  | 3d6.(3G).4p           | x 4G*  | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c142  |
         306.9939   |            110d? | 1.5e+06    | D+   |   72352.046   -   104916.552  | 3d6.(3D).4p           | w 4F* | 7/2  | 3d6.(3F2).4d          | 4F     | 9/2  |   8 - 10  |    |       T6892c83 |     L18349c143  |
         307.0580   |              320 |            |      |   31483.1979  -    64040.891  | 3d6.(3D).4s           | b 4D  | 7/2  | 3d6.(3F2).4p          | y 4G*  | 7/2  |   8 - 8   |    |                |     L18349c142  |
         307.0694   |      700bl(Fe I) | 9.e+05     | D    |   30388.5451  -    62945.045  | 3d6.(3G).4s           | b 2G  | 9/2  | 3d6.(3F2).4p          | x 4D*  | 7/2  |  10 - 8   |    |       T6892c83 |     L18349c143  |
         307.11248  |             4000 | 2.6e+07    | D+   |   47626.110   -    80178.005  | 3d6.(5D).4p           | z 4P* | 1/2  | 3d6.(5D).5s           | e 4D   | 3/2  |   2 - 4   |    |       T6892c83 |     L18349c148  |
         307.1277   |      150bl(Fe I) | 1.3e+06    | D    |   67273.833   -    99824.051  | 3d6.(3F2).4p          | y 2D* | 3/2  | 3d6.(3F2).5s          | f 4F   | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c143  |
         307.1658   |              500 |            |      |   33466.4943  -    66012.775  | 3d6.(1G2).4s          | c 2G  | 9/2  | 3d6.(3G).4p           | x 4F*  | 9/2  |  10 - 10  |    |                |     L18349c142  |
         307.1679   |      200bl(Fe I) | 2.2e+06    | D    |   66522.310   -    99068.465  | 3d6.(3G).4p           | x 4F* | 5/2  | 3d6.(3P2).5s          | 2P     | 3/2  |   6 - 4   |    |       T6892c83 |     L18349c143  |
         307.1727   |            110d? | 3.2e+06    | D+   |   72261.742   -   104807.215  | 3d6.(1G2).4p          | x 2H* | 11/2 | 3d6.(3H).4d           | 2G     | 9/2  |  12 - 10  |    |       T6892c83 |     L18349c143  |
         307.44367  |             1100 |            |      |   71964.750   -   104481.606  | 3d6.(3D).4p           | w 4P* | 5/2  | 3d6.(3H).4d           | 2F     | 7/2  |   6 - 8   |    |                |     L18349c145  |
         307.4694   |      160bl(Fe I) | 3.1e+05    | D    |   65931.358   -    98445.410  | 3d6.(3G).4p           | x 4G* | 7/2  | 3d6.(3H).5s           | e 4H   | 9/2  |   8 - 10  |    |       T6892c83 |     L18349c143  |
         307.5050   |             130? | 3.2e+06    | D+   |   70314.624   -   102824.994  | 3d6.(3G).4p           | x 2G* | 9/2  | 3d6.(3G).5s           | f 4G   | 9/2  |  10 - 10  |    |       T6892c83 |     L18349c143  |
         307.5223   |            700d? |            |      |   30764.4737  -    63272.981  | 3d6.(3G).4s           | b 2G  | 7/2  | 3d6.(3F2).4p          | x 4D*  | 5/2  |   8 - 6   |    |                |     L18349c143  |
         307.5254   |            110d? |            |      |   72619.499   -   105127.773  | 3d6.(3D).4p           | w 4D* | 5/2  | 3d6.(5D).5d           | 4D     | 5/2  |   6 - 6   |    |                |     L18349c143  |
         307.56744  |              290 | 2.7e+05    | D    |   72261.742   -   104765.459  | 3d6.(1G2).4p          | x 2H* | 11/2 | 3d6.(3H).4d           | 2I     | 11/2 |  12 - 12  |    |       T6892c83 |     L18349c139  |
         307.5701   |              700 |            |      |   72619.499   -   105123.005  | 3d6.(3D).4p           | w 4D* | 5/2  | 3d6.(3H).4d           | 2G     | 7/2  |   6 - 8   |    |                |     L18349c143  |
         307.5856   |            240d? |            |      |   58666.199   -    91167.936  | 3d6.(1G1).4s          | d 2G  | 7/2  | 3d6.(5D).5p           | w 6P*  | 7/2  |   8 - 8   |    |                |     L18349c143  |
         307.5988   |              150 |            |      |   72238.564   -   104739.057  | 3d6.(3D).4p           | w 4F* | 5/2  | 3d6.(3F2).4d          | 4P     | 5/2  |   6 - 6   |    |                |     L18349c143  |
         307.5996   |       60bl(Fe I) |            |      |   79439.496   -   111939.932  | 3d6.(5D).5s           | e 4D  | 7/2  | 3d6.(3F2).5p          | 4G*    | 9/2  |   8 - 10  |    |                |     L18349c142  |
         307.64351  |             8000 | 3.8e+07    | C+   |   47389.809   -    79885.523  | 3d6.(5D).4p           | z 4P* | 3/2  | 3d6.(5D).5s           | e 4D   | 5/2  |   4 - 6   |    |          T7466 |     L18349c139  |
         307.6854   |              700 |            |      |   68000.785   -   100492.025  | 3d6.(3G).4p           | y 2H* | 9/2  | 3d6.(3F2).5s          | e 2F   | 7/2  |  10 - 8   |    |                |     L18349c142  |
         307.71688  |             7000 | 1.4e+07    | D+   |   32875.6409  -    65363.607  | 3d6.(1I).4s           | a 2I  | 13/2 | 3d6.(3H).4p           | z 2H*  | 11/2 |  14 - 12  |    |       T6892c83 |     L18349c139  |
         307.7880   |            150d? |            |      |   54063.358   -    86543.902  | 3d6.(3P1).4s          | c 2P  | 1/2  | 3d6.(3P1).4p          | v 4D*  | 3/2  |   2 - 4   |    |                |     L18349c142  |
         307.8326   | 110d,bl(Fe II)?* | 3.1e+06    | D+   |   72651.914   -   105127.773  | 3d6.(3D).4p           | w 4D* | 7/2  | 3d6.(5D).5d           | 4D     | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c143  |
         307.8326   | 110d,bl(Fe II)?* |            |      |   78185.004   -   110660.690  | 3d5.4s2               | 2G2   | 7/2  | 3d5.(2F1).4s.4p.(3P*) | 2G*    | 9/2  |   8 - 10  |    |                |     L18349c143  |
         307.868001 |            18000 | 5.6e+07    | C+   |   46967.4751  -    79439.496  | 3d6.(5D).4p           | z 4P* | 5/2  | 3d6.(5D).5s           | e 4D   | 7/2  |   6 - 8   |    |          T7466 |     L18349c139  |
         307.9357   |              300 |            |      |   33466.4943  -    65931.358  | 3d6.(1G2).4s          | c 2G  | 9/2  | 3d6.(3G).4p           | x 4G*  | 7/2  |  10 - 8   |    |                |     L18349c142  |
         307.99882  |     1800bl(Fe I) |            |      |   60441.042   -    92899.306  | 3d5.4s2               | c 4D  | 3/2  | 3d6.(3F1).4p          | 4D*    | 5/2  |   4 - 6   |    |                |     L18349c148  |
         308.0418   |            700d? | 2.2e+05    | D    |   32909.883   -    65363.607  | 3d6.(1I).4s           | a 2I  | 11/2 | 3d6.(3H).4p           | z 2H*  | 11/2 |  12 - 12  |    |       T6892c83 |     L18349c143  |
         308.0756   |             90d? |            |      |   75915.080   -   108365.344  | 3d6.(3D).4p           | w 2F* | 5/2  | 3d6.(3G).4d           | 4D     | 7/2  |   6 - 8   |    |                |     L18349c143  |
         308.1293   |      160bl(Fe I) |            |      |   66612.659   -    99057.089  | 3d6.(3G).4p           | x 4F* | 3/2  | 3d6.(3P2).5s          | 4P     | 1/2  |   4 - 2   |    |                |     L18349c143  |
         308.2666   |              230 |            |      |   33501.2957  -    65931.358  | 3d6.(1G2).4s          | c 2G  | 7/2  | 3d6.(3G).4p           | x 4G*  | 7/2  |   8 - 8   |    |                |     L18349c142  |
         308.3025   |            700d? | 6.e+05     | D    |   31999.049   -    64425.405  | 3d7                   | b 2F  | 7/2  | 3d6.(3F2).4p          | z 2F*  | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c143  |
         308.3150   |      360bl(Fe I) |            |      |   60270.351   -    92695.398  | 3d5.4s2               | c 4D  | 7/2  | 3d6.(3P1).4p          | u 2D*  | 5/2  |   8 - 6   |    |                |     L18349c143  |
         308.5734   |              220 |            |      |   65109.691   -    97507.414  | 3d6.(3F2).4p          | y 2G* | 7/2  | 3d6.(3P2).5s          | 4P     | 5/2  |   8 - 6   |    |                |     L18349c143  |
         308.9283   |            110d? | 3.0e+06    | D+   |   72261.742   -   104622.308  | 3d6.(1G2).4p          | x 2H* | 11/2 | 3d6.(3H).4d           | 2I     | 13/2 |  12 - 14  |    |       T6892c83 |     L18349c143  |
         308.9391   |             600d | 2.2e+06    | D+   |   38164.220   -    70523.694  | 3d6.(1D2).4s          | c 2D  | 5/2  | 3d6.(3G).4p           | x 2G*  | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c143  |
         309.2290   |            110d? |            |      |   73189.114   -   105518.142  | 3d6.(3D).4p           | y 2P* | 3/2  | 3d6.(3F2).4d          | 4F     | 3/2  |   4 - 4   |    |                |     L18349c143  |
         309.4619   |               80 |            |      |   79439.496   -   111744.362  | 3d6.(5D).5s           | e 4D  | 7/2  | 3d6.(3F2).5p          | 2G*    | 7/2  |   8 - 8   |    |                |     L18349c143  |
         309.4743   |             90d? |            |      |   72524.561   -   104828.163  | 3d6.(3D).4p           | w 4D* | 3/2  | 3d6.(5D).5d           | 6D     | 5/2  |   4 - 6   |    |                |     L18349c142  |
         309.62938  |             2000 | 1.9e+06    | D+   |   31999.049   -    64286.354  | 3d7                   | b 2F  | 7/2  | 3d6.(3F2).4p          | z 2F*  | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c139  |
         309.6799   |            160d? | 4.2e+05    | D    |   66012.775   -    98294.909  | 3d6.(3G).4p           | x 4F* | 9/2  | 3d6.(3H).5s           | e 4H   | 11/2 |  10 - 12  |    |       T6892c83 |     L18349c143  |
         309.7342   |              40? |            |      |   89890.396   -   122166.779  | 3d6.(3F1).4p          | 4G*   | 7/2  | 3d6.(3H).6s           | 4H     | 9/2  |   8 - 10  |    |                |     L18349c143  |
         309.7417   |            700d? |            |      |   31811.814   -    64087.408  | 3d7                   | b 2F  | 5/2  | 3d6.(3F2).4p          | y 4G*  | 5/2  |   6 - 6   |    |                |     L18349c143  |
         309.7494   |      140bl(Fe I) |            |      |   73016.184   -   105291.014  | 3d6.(1G2).4p          | x 2F* | 7/2  | 3d6.(3F2).4d          | 4G     | 7/2  |   8 - 8   |    |                |     L18349c143  |
         309.8351   |              110 | 3.1e+06    | D+   |   72650.698   -   104916.552  | 3d6.(3D).4p           | w 4F* | 9/2  | 3d6.(3F2).4d          | 4F     | 9/2  |  10 - 10  |    |       T6892c83 |     L18349c143  |
         309.8466   |             110d | 1.7e+06    | D+   |   72651.914   -   104916.552  | 3d6.(3D).4p           | w 4D* | 7/2  | 3d6.(3F2).4d          | 4F     | 9/2  |   8 - 10  |    |       T6892c83 |     L18349c143  |
         309.8599   |            220d? |            |      |   60384.368   -    92647.591  | 3d5.4s2               | c 4D  | 1/2  | 3d6.(3F1).4p          | 4D*    | 3/2  |   2 - 4   |    |                |     L18349c143  |
         309.8677   |             110d |            |      |   73054.913   -   105317.400  | 3d6.(1G2).4p          | x 2F* | 5/2  | 3d6.(3P2).4d          | 2P     | 3/2  |   6 - 4   |    |                |     L18349c143  |
         309.8933   |            100d? | 4.1e+05    | D    |   74606.864   -   106866.770  | 3d6.(3D).4p           | x 2D* | 5/2  | 3d6.(3F2).4d          | 4F     | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c143  |
         309.9412   |              40d |            |      |   90042.804   -   122297.664  | 3d6.(5D).5p           | 4F*   | 9/2  | 3d6.(3H).6s           | 4H     | 7/2  |  10 - 8   |    |                |     L18349c142  |
         310.0103   |             40d? |            |      |   90067.357   -   122315.037  | 3d6.(3F1).4p          | 4G*   | 9/2  | 3d6.(3H).6s           | 2H     | 11/2 |  10 - 12  |    |                |     L18349c143  |
         310.0502   |            110d? |            |      |   72619.499   -   104863.080  | 3d6.(3D).4p           | w 4D* | 5/2  | 3d6.(5D).5d           | 6P     | 3/2  |   6 - 4   |    |                |     L18349c143  |
         310.1555   |              180 |            |      |   72524.561   -   104757.143  | 3d6.(3D).4p           | w 4D* | 3/2  | 3d6.(5D).5d           | 6D     | 1/2  |   4 - 2   |    |                |     L18349c143  |
         310.1845   |              400 |            |      |   33466.4943  -    65696.053  | 3d6.(1G2).4s          | c 2G  | 9/2  | 3d6.(3G).4p           | x 4G*  | 9/2  |  10 - 10  |    |                |     L18349c142  |
         310.1885   |             1300 | 9.1e+05    | D+   |   31811.814   -    64040.891  | 3d7                   | b 2F  | 5/2  | 3d6.(3F2).4p          | y 4G*  | 7/2  |   6 - 8   |    |          T7461 |     L18349c143  |
         310.26365  |      500bl(Fe I) |            |      |   72651.914   -   104873.232  | 3d6.(3D).4p           | w 4D* | 7/2  | 3d6.(5D).5d           | 4D     | 7/2  |   8 - 8   |    |                |     L18349c148  |
