------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     Observed     |  Rel. |    Aki     | Acc. |        Ei           Ek        |           Lower level            |            Upper level            |  gi   gk  |Type|         TP  |          Line  |
    Wavelength    |  Int. |   (s^-1)   |      |      (cm-1)       (cm-1)      |----------------------------------|-----------------------------------|           |    |        Ref. |          Ref.  |
     Air (nm)     |       |            |      |                               | Conf.             | Term  | J    | Conf.              | Term  | J    |           |    |             |                |
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    Wavelength    |  Rel  |    Aki     | Acc  |              Ei - Ek          | L Conf            |L Term | L J  | U Conf             |U Term | U J  |   gi - gk |Type|       TP    |       Line     |
        520.6650  |    20 | 3.33e+07   | B    |  214229.671   -   233430.53   | 2s2.2p2.(3P).3p   | 2P*   | 3/2  | 2s2.2p2.(3P).3d    | 2P    | 3/2  |   4 - 4   |    | T6172,T6632 |        L10621  |
        532.2525  |     2 |            |      |  248515.30    -   267298.23   | 2s2.2p2.(3P).4p   | 2P*   | 3/2  | 2s2.2p2.(3P).6s    | 2P    | 3/2  |   4 - 4   |    |             |        L10621  |
        534.4104  |     2 | 1.46e+04   | C    |  185235.281   -   203942.288  | 2s2.2p2.(3P).3s   | 4P    | 1/2  | 2s2.2p2.(3P).3p    | 2S*   | 1/2  |   2 - 2   |    |       T6172 |        L10621  |
        537.4351  |     6 | 4.15e+04   | C    |  185340.577   -   203942.288  | 2s2.2p2.(3P).3s   | 4P    | 3/2  | 2s2.2p2.(3P).3p    | 2S*   | 1/2  |   4 - 2   |    |       T6172 |        L10621  |
        537.7568  |     5 | 9.68e+04   | E    |  234402.797   -   252993.39   | 2s2.2p2.(3P).3d   | 2D    | 3/2  | 2s2.2p2.(1S).3p    | 2P*   | 3/2  |   4 - 4   |    |     T5723LS |        L10621  |
        537.9352  |     7 | 9.67e+05   | D    |  234402.797   -   252987.23   | 2s2.2p2.(3P).3d   | 2D    | 3/2  | 2s2.2p2.(1S).3p    | 2P*   | 1/2  |   4 - 2   |    |     T5723LS |        L10621  |
        538.1772  |     1 | 7.55e+03   | C    |  214169.920   -   232745.981  | 2s2.2p2.(3P).3p   | 2P*   | 1/2  | 2s2.2p2.(3P).3d    | 4D    | 3/2  |   2 - 4   |    |       T6172 |        L10621  |
        539.2611  |    10 | 8.64e+05   | D    |  234454.634   -   252993.39   | 2s2.2p2.(3P).3d   | 2D    | 5/2  | 2s2.2p2.(1S).3p    | 2P*   | 3/2  |   6 - 4   |    |     T5723LS |        L10621  |
        540.9203  |     1 | 3.10e+04   | C    |  214229.671   -   232711.642  | 2s2.2p2.(3P).3p   | 2P*   | 3/2  | 2s2.2p2.(3P).3d    | 4D    | 1/2  |   4 - 2   |    |       T6172 |        L10621  |
        541.5772  |     5 |            |      |  195710.47    -   214169.920  | 2s.2p4            | 2S    | 1/2  | 2s2.2p2.(3P).3p    | 2P*   | 1/2  |   2 - 2   |    |             |        L10621  |
        542.3639  |     1 | 2.81e+04   | C    |  214169.920   -   232602.492  | 2s2.2p2.(3P).3p   | 2P*   | 1/2  | 2s2.2p2.(3P).3d    | 4P    | 1/2  |   2 - 2   |    |       T6172 |        L10621  |
        546.1040  |     2 | 6.53e+04   | C    |  214229.671   -   232535.949  | 2s2.2p2.(3P).3p   | 2P*   | 3/2  | 2s2.2p2.(3P).3d    | 4P    | 3/2  |   4 - 4   |    |       T6172 |        L10621  |
        558.3232  |    10 | 2.17e+06   | D    |  230609.45    -   248515.30   | 2s2.2p2.(1S).3s   | 2S    | 1/2  | 2s2.2p2.(3P).4p    | 2P*   | 3/2  |   2 - 4   |    |     T5723LS |        L10621  |
        561.1061  |     5 | 2.14e+06   | D    |  230609.45    -   248426.41   | 2s2.2p2.(1S).3s   | 2S    | 1/2  | 2s2.2p2.(3P).4p    | 2P*   | 1/2  |   2 - 2   |    |     T5723LS |        L10621  |
        561.3472  |     6 |            |      |  189068.514   -   206877.865  | 2s2.2p2.(3P).3s   | 2P    | 3/2  | 2s2.2p2.(3P).3p    | 4D*   | 5/2  |   4 - 6   |    |             |        L10621  |
        575.3917  |     5 | 1.27e+05   | C+   |  212593.82    -   229968.44   | 2s.2p4            | 2P    | 3/2  | 2s2.2p2.(1D).3p    | 2D*   | 3/2  |   4 - 4   |    |      T6172n |        L10621  |
        576.1008  |    11 | 6.39e+05   | C+   |  212593.82    -   229947.07   | 2s.2p4            | 2P    | 3/2  | 2s2.2p2.(1D).3p    | 2D*   | 5/2  |   4 - 6   |    |      T6172n |        L10621  |
        578.3788  |   3w* |            |      |  238627.46    -   255912.37   | 2s2.2p2.(3P).4s   | 4P    | 1/2  | 2s2.2p2.(3P).4f D  | 2[1]* | 1/2  |   2 - 2   |    |             |        L10621  |
        578.3788  |   3w* |            |      |  238627.46    -   255912.32   | 2s2.2p2.(3P).4s   | 4P    | 1/2  | 2s2.2p2.(3P).4f D  | 2[1]* | 3/2  |   2 - 4   |    |             |        L10621  |
        581.0243  |     9 | 5.24e+05   | C+   |  212762.25    -   229968.44   | 2s.2p4            | 2P    | 1/2  | 2s2.2p2.(1D).3p    | 2D*   | 3/2  |   2 - 4   |    |      T6172n |        L10621  |
        584.6232  |    11 |            |      |  261044.03    -   278144.33?  | 2s2.2p2.(3P).5p   | 4D*   | 5/2  | 2s2.2p2.(1D).5s    | 2D    | 3/2  |   6 - 4   |    |             |        L10621  |
        590.3078  |     4 |            |      |  238893.96    -   255829.58   | 2s2.2p2.(3P).4s   | 4P    | 5/2  | 2s2.2p2.(3P).4f G  | 2[4]* | 7/2  |   6 - 8   |    |             |        L10621  |
        608.1224  |     4 | 4.25e+05   | D    |  214169.920   -   230609.45   | 2s2.2p2.(3P).3p   | 2P*   | 1/2  | 2s2.2p2.(1S).3s    | 2S    | 1/2  |   2 - 2   |    |      T6172n |        L10621  |
        610.3386  |     7 | 8.36e+05   | D    |  214229.671   -   230609.45   | 2s2.2p2.(3P).3p   | 2P*   | 3/2  | 2s2.2p2.(1S).3s    | 2S    | 1/2  |   4 - 2   |    |      T6172n |        L10621  |
        611.2987  |     7 | 3.64e+06   | C    |  238627.46    -   254981.55   | 2s2.2p2.(3P).4s   | 4P    | 1/2  | 2s.2p3.(5S*).3s    | 4S*   | 3/2  |   2 - 4   |    |     T5723LS |        L10621  |
        615.2566  |     8 | 7.14e+06   | C    |  238732.65    -   254981.55   | 2s2.2p2.(3P).4s   | 4P    | 3/2  | 2s.2p3.(5S*).3s    | 4S*   | 3/2  |   4 - 4   |    |     T5723LS |        L10621  |
        619.7922  |     1 |            |      |  212593.82    -   228723.84   | 2s.2p4            | 2P    | 3/2  | 2s2.2p2.(1D).3p    | 2F*   | 5/2  |   4 - 6   |    |             |        L10621  |
        621.4250  |     9 | 1.04e+07   | C    |  238893.96    -   254981.55   | 2s2.2p2.(3P).4s   | 4P    | 5/2  | 2s.2p3.(5S*).3s    | 4S*   | 3/2  |   6 - 4   |    |     T5723LS |        L10621  |
        635.7961  |     4 |            |      |  232462.724   -   248186.64   | 2s2.2p2.(3P).3d   | 4P    | 5/2  | 2s2.2p2.(3P).4p    | 2D*   | 5/2  |   6 - 6   |    |             |        L10621  |
        645.7047  |     2 |            |      |  240330.01    -   255812.728  | 2s2.2p2.(3P).4s   | 2P    | 1/2  | 2s2.2p2.(3P).4f D  | 2[2]* | 3/2  |   2 - 4   |    |             |        L10621  |
        645.7806  |    2* |            |      |  275842.14    -   291323.00   | 2s2.2p2.(1D).4f G | 2[4]* | 9/2  | 2s2.2p2.(1D<2>).6g | 2[5]  | 11/2 |  10 - 12  |    |             |         L6336  |
        645.7806  |    2* |            |      |  275842.14    -   291323.00   | 2s2.2p2.(1D).4f G | 2[4]* | 9/2  | 2s2.2p2.(1D<2>).6g | 2[5]  | 9/2  |  10 - 10  |    |             |         L6336  |
        645.7806  |    2* |            |      |  275842.14    -   291323.00   | 2s2.2p2.(1D).4f G | 2[4]* | 7/2  | 2s2.2p2.(1D<2>).6g | 2[5]  | 9/2  |   8 - 10  |    |             |         L6336  |
        647.1424  |    6* |            |      |  255912.32    -   271360.61   | 2s2.2p2.(3P).4f D | 2[1]* | 3/2  | 2s2.2p2.(3P<2>).6g | 2[2]  | 5/2  |   4 - 6   |    |             |         L6336  |
        647.1424  |    6* |            |      |  255912.32    -   271360.61   | 2s2.2p2.(3P).4f D | 2[1]* | 3/2  | 2s2.2p2.(3P<2>).6g | 2[2]  | 3/2  |   4 - 4   |    |             |         L6336  |
        647.3891  |     1 |            |      |  275881.65    -   291324.04?  | 2s2.2p2.(1D).4f F | 2[3]* | 7/2  | 2s2.2p2.(1D<2>).6g | 2[4]  | 9/2  |   8 - 10  |    |             |         L6336  |
        647.5274  |     6 |            |      |  232747.562   -   248186.64   | 2s2.2p2.(3P).3d   | 4D    | 5/2  | 2s2.2p2.(3P).4p    | 2D*   | 5/2  |   6 - 6   |    |             |        L10621  |
        647.7910  |    10 |            |      |  232753.816   -   248186.64   | 2s2.2p2.(3P).3d   | 4D    | 7/2  | 2s2.2p2.(3P).4p    | 2D*   | 5/2  |   8 - 6   |    |             |        L10621  |
        648.3979  |    12 |            |      |  251222.19    -   266640.58   | 2s2.2p2.(1D).3d   | 2F    | 7/2  | 2s2.2p2.(1D).4p    | 2D*   | 5/2  |   8 - 6   |    |             |        L10621  |
        648.5093  |     7 |            |      |  255756.131   -   271171.85   | 2s2.2p2.(3P).4f G | 2[3]* | 5/2  | 2s2.2p2.(3P<1>).6g | 2[4]  | 7/2  |   6 - 8   |    |             |         L6336  |
        648.6461  |     7 |            |      |  255759.384   -   271171.85   | 2s2.2p2.(3P).4f G | 2[3]* | 7/2  | 2s2.2p2.(3P<1>).6g | 2[4]  | 9/2  |   8 - 10  |    |             |         L6336  |
        649.1924  |    11 |            |      |  251224.79    -   266624.32   | 2s2.2p2.(1D).3d   | 2F    | 5/2  | 2s2.2p2.(1D).4p    | 2D*   | 3/2  |   6 - 4   |    |             |        L10621  |
        649.5802  | 11bl* | 1.48e+06   | D    |  232796.298   -   248186.64   | 2s2.2p2.(3P).3d   | 2F    | 5/2  | 2s2.2p2.(3P).4p    | 2D*   | 5/2  |   6 - 6   |    |     T5723LS |         L6336  |
        649.5802  | 11bl* |            |      |  255977.481   -   271367.79   | 2s2.2p2.(3P).4f G | 2[5]* | 11/2 | 2s2.2p2.(3P<2>).6g | 2[6]  | 13/2 |  12 - 14  |    |             |         L6336  |
        649.8416  |     7 |            |      |  255983.584   -   271367.70   | 2s2.2p2.(3P).4f G | 2[5]* | 9/2  | 2s2.2p2.(3P<2>).6g | 2[6]  | 11/2 |  10 - 12  |    |             |         L6336  |
        650.0828  |     4 |            |      |  255689.939   -   271068.35   | 2s2.2p2.(3P).4f D | 2[3]* | 5/2  | 2s2.2p2.(3P<0>).6g | 2[4]  | 7/2  |   6 - 8   |    |             |         L6336  |
        650.1410  |     7 |            |      |  255691.346   -   271068.39   | 2s2.2p2.(3P).4f D | 2[3]* | 7/2  | 2s2.2p2.(3P<0>).6g | 2[4]  | 9/2  |   8 - 10  |    |             |         L6336  |
        650.2187  |     4 |            |      |  255812.728   -   271187.92   | 2s2.2p2.(3P).4f D | 2[2]* | 3/2  | 2s2.2p2.(3P<1>).6g | 2[3]  | 5/2  |   4 - 6   |    |             |         L6336  |
        650.2450  |     5 |            |      |  255813.472   -   271188.04   | 2s2.2p2.(3P).4f D | 2[2]* | 5/2  | 2s2.2p2.(3P<1>).6g | 2[3]  | 7/2  |   6 - 8   |    |             |         L6336  |
        650.6027  |     7 |            |      |  251222.19    -   266588.33   | 2s2.2p2.(1D).3d   | 2F    | 7/2  | 2s2.2p2.(1D).4p    | 2F*   | 7/2  |   8 - 8   |    |             |        L10621  |
        650.9711  |     8 |            |      |  255827.657   -   271185.08   | 2s2.2p2.(3P).4f G | 2[4]* | 9/2  | 2s2.2p2.(3P<1>).6g | 2[5]  | 11/2 |  10 - 12  |    |             |         L6336  |
        651.0622  |   8bl |            |      |  255829.58    -   271184.87   | 2s2.2p2.(3P).4f G | 2[4]* | 7/2  | 2s2.2p2.(3P<1>).6g | 2[5]  | 9/2  |   8 - 10  |    |             |         L6336  |
        651.0752  |    13 |            |      |  251224.79    -   266579.73   | 2s2.2p2.(1D).3d   | 2F    | 5/2  | 2s2.2p2.(1D).4p    | 2F*   | 5/2  |   6 - 6   |    |             |        L10621  |
        653.5828  |     3 |            |      |  240517.35    -   255813.472  | 2s2.2p2.(3P).4s   | 2P    | 3/2  | 2s2.2p2.(3P).4f D  | 2[2]* | 5/2  |   4 - 6   |    |             |        L10621  |
        653.7557  |     3 |            |      |  256083.604   -   271375.61   | 2s2.2p2.(3P).4f F | 2[2]* | 3/2  | 2s2.2p2.(3P<2>).6g | 2[3]  | 5/2  |   4 - 6   |    |             |         L6336  |
        653.9369  |     4 |            |      |  256087.746   -   271375.48   | 2s2.2p2.(3P).4f F | 2[2]* | 5/2  | 2s2.2p2.(3P<2>).6g | 2[3]  | 7/2  |   6 - 8   |    |             |         L6336  |
        655.0144  |    16 |            |      |  232747.562   -   248010.23   | 2s2.2p2.(3P).3d   | 4D    | 5/2  | 2s2.2p2.(3P).4p    | 2D*   | 3/2  |   6 - 4   |    |             |        L10621  |
        655.0598  |     4 |            |      |  256123.231   -   271384.80   | 2s2.2p2.(3P).4f F | 2[3]* | 7/2  | 2s2.2p2.(3P<2>).6g | 2[4]  | 9/2  |   8 - 10  |    |             |         L6336  |
        655.1757  |     4 |            |      |  256125.785   -   271384.65   | 2s2.2p2.(3P).4f F | 2[3]* | 5/2  | 2s2.2p2.(3P<2>).6g | 2[4]  | 7/2  |   6 - 8   |    |             |         L6336  |
        655.4619  |     3 |            |      |  256123.231   -   271375.48   | 2s2.2p2.(3P).4f F | 2[3]* | 7/2  | 2s2.2p2.(3P<2>).6g | 2[3]  | 7/2  |   8 - 8   |    |             |         L6336  |
        655.5845  |     7 |            |      |  256136.036   -   271385.39   | 2s2.2p2.(3P).4f F | 2[4]* | 9/2  | 2s2.2p2.(3P<2>).6g | 2[5]  | 11/2 |  10 - 12  |    |             |         L6336  |
        655.6068  |    4* |            |      |  276109.46    -   291358.34   | 2s2.2p2.(1D).4f H | 2[5]* | 9/2  | 2s2.2p2.(1D<2>).6g | 2[6]  | 11/2 |  10 - 12  |    |             |         L6336  |
        655.6068  |    4* |            |      |  276109.54    -   291358.34   | 2s2.2p2.(1D).4f H | 2[5]* | 11/2 | 2s2.2p2.(1D<2>).6g | 2[6]  | 13/2 |  12 - 14  |    |             |         L6336  |
        655.6068  |    4* |            |      |  256136.036   -   271384.80   | 2s2.2p2.(3P).4f F | 2[4]* | 9/2  | 2s2.2p2.(3P<2>).6g | 2[4]  | 9/2  |  10 - 10  |    |             |         L6336  |
        655.9060  |   7bl |            |      |  256143.187   -   271385.06   | 2s2.2p2.(3P).4f F | 2[4]* | 7/2  | 2s2.2p2.(3P<2>).6g | 2[5]  | 9/2  |   8 - 10  |    |             |         L6336  |
        656.0369  |    7* |            |      |  255829.58    -   271068.39   | 2s2.2p2.(3P).4f G | 2[4]* | 7/2  | 2s2.2p2.(3P<0>).6g | 2[4]  | 9/2  |   8 - 10  |    |             |        L10621  |
        656.0369  |    7* |            |      |  240517.35    -   255756.131  | 2s2.2p2.(3P).4s   | 2P    | 3/2  | 2s2.2p2.(3P).4f G  | 2[3]* | 5/2  |   4 - 6   |    |             |        L10621  |
        656.5283  |    20 | 2.86e+07   | D    |  232959.210   -   248186.64   | 2s2.2p2.(3P).3d   | 2F    | 7/2  | 2s2.2p2.(3P).4p    | 2D*   | 5/2  |   8 - 6   |    |     T5723LS |        L10621  |
        657.1100  |    18 | 2.99e+07   | D    |  232796.298   -   248010.23   | 2s2.2p2.(3P).3d   | 2F    | 5/2  | 2s2.2p2.(3P).4p    | 2D*   | 3/2  |   6 - 4   |    |     T5723LS |        L10621  |
        658.9006  |     6 |            |      |  240517.35    -   255689.939  | 2s2.2p2.(3P).4s   | 2P    | 3/2  | 2s2.2p2.(3P).4f D  | 2[3]* | 5/2  |   4 - 6   |    |             |        L10621  |
        662.7385  |    17 | 1.73e+07   | D    |  233430.53    -   248515.30   | 2s2.2p2.(3P).3d   | 2P    | 3/2  | 2s2.2p2.(3P).4p    | 2P*   | 3/2  |   4 - 4   |    |     T5723LS |        L10621  |
        664.1054  |    24 | 9.88e+06   | B+   |  188888.543   -   203942.288  | 2s2.2p2.(3P).3s   | 2P    | 1/2  | 2s2.2p2.(3P).3p    | 2S*   | 1/2  |   2 - 2   |    |      T6172n |        L10621  |
        664.6350  |     4 |            |      |  256143.187   -   271184.87   | 2s2.2p2.(3P).4f F | 2[4]* | 7/2  | 2s2.2p2.(3P<1>).6g | 2[5]  | 9/2  |   8 - 10  |    |             |        L10621  |
        665.2563  |     4 |            |      |  231427.970   -   246455.629  | 2s2.2p2.(3P).3d   | 4F    | 7/2  | 2s2.2p2.(3P).4p    | 4P*   | 5/2  |   8 - 6   |    |             |        L10621  |
        666.6667  |    13 | 6.78e+06   | D    |  233430.53    -   248426.41   | 2s2.2p2.(3P).3d   | 2P    | 3/2  | 2s2.2p2.(3P).4p    | 2P*   | 1/2  |   4 - 2   |    |     T5723LS |        L10621  |
        667.7862  |    12 | 3.37e+06   | D    |  233544.59    -   248515.30   | 2s2.2p2.(3P).3d   | 2P    | 1/2  | 2s2.2p2.(3P).4p    | 2P*   | 3/2  |   2 - 4   |    |     T5723LS |        L10621  |
        671.7751  |    15 | 1.33e+07   | D    |  233544.59    -   248426.41   | 2s2.2p2.(3P).3d   | 2P    | 1/2  | 2s2.2p2.(3P).4p    | 2P*   | 1/2  |   2 - 2   |    |     T5723LS |        L10621  |
        672.1398  |    26 | 1.81e+07   | B+   |  189068.514   -   203942.288  | 2s2.2p2.(3P).3s   | 2P    | 3/2  | 2s2.2p2.(3P).3p    | 2S*   | 1/2  |   4 - 2   |    |      T6172n |        L10621  |
        677.4973  |     9 | 1.75e+06   | D    |  233430.53    -   248186.64   | 2s2.2p2.(3P).3d   | 2P    | 3/2  | 2s2.2p2.(3P).4p    | 2D*   | 5/2  |   4 - 6   |    |     T5723LS |        L10621  |
        684.6813  |    11 | 3.17e+06   | C    |  231427.970   -   246029.295  | 2s2.2p2.(3P).3d   | 4F    | 7/2  | 2s2.2p2.(3P).4p    | 4D*   | 7/2  |   8 - 8   |    |     T5723LS |        L10621  |
        686.9485  |    11 | 5.35e+06   | C    |  231350.087   -   245903.224  | 2s2.2p2.(3P).3d   | 4F    | 5/2  | 2s2.2p2.(3P).4p    | 4D*   | 5/2  |   6 - 6   |    |     T5723LS |        L10621  |
        688.4911  |    11 | 6.12e+06   | C    |  231296.126   -   245816.70   | 2s2.2p2.(3P).3d   | 4F    | 3/2  | 2s2.2p2.(3P).4p    | 4D*   | 3/2  |   4 - 4   |    |     T5723LS |        L10621  |
        689.5109  |    22 | 2.72e+07   | C    |  231530.246   -   246029.295  | 2s2.2p2.(3P).3d   | 4F    | 9/2  | 2s2.2p2.(3P).4p    | 4D*   | 7/2  |  10 - 8   |    |     T5723LS |        L10621  |
        690.6443  |    19 | 2.48e+07   | C    |  231427.970   -   245903.224  | 2s2.2p2.(3P).3d   | 4F    | 7/2  | 2s2.2p2.(3P).4p    | 4D*   | 5/2  |   8 - 6   |    |     T5723LS |        L10621  |
        690.7872  |    15 | 3.03e+07   | C    |  231296.126   -   245768.37   | 2s2.2p2.(3P).3d   | 4F    | 3/2  | 2s2.2p2.(3P).4p    | 4D*   | 1/2  |   4 - 2   |    |     T5723LS |        L10621  |
        691.0562  |    19 | 2.43e+07   | C    |  231350.087   -   245816.70   | 2s2.2p2.(3P).3d   | 4F    | 5/2  | 2s2.2p2.(3P).4p    | 4D*   | 3/2  |   6 - 4   |    |     T5723LS |        L10621  |
        692.2355  |     6 |            |      |  253048.82    -   267490.79   | 2s2.2p2.(1D).3d   | 2D    | 5/2  | 2s2.2p2.(1D).4p    | 2P*   | 3/2  |   6 - 4   |    |             |        L10621  |
        693.6019  |     5 |            |      |  253046.74    -   267460.28   | 2s2.2p2.(1D).3d   | 2D    | 3/2  | 2s2.2p2.(1D).4p    | 2P*   | 1/2  |   4 - 2   |    |             |        L10621  |
        708.3975  |    11 | 2.28e+06   | D    |  234402.797   -   248515.30   | 2s2.2p2.(3P).3d   | 2D    | 3/2  | 2s2.2p2.(3P).4p    | 2P*   | 3/2  |   4 - 4   |    |     T5723LS |        L10621  |
        711.0083  |    16 | 2.03e+07   | D    |  234454.634   -   248515.30   | 2s2.2p2.(3P).3d   | 2D    | 5/2  | 2s2.2p2.(3P).4p    | 2P*   | 3/2  |   6 - 4   |    |     T5723LS |        L10621  |
        712.8885  |    13 | 2.24e+07   | D    |  234402.797   -   248426.41   | 2s2.2p2.(3P).3d   | 2D    | 3/2  | 2s2.2p2.(3P).4p    | 2P*   | 1/2  |   4 - 2   |    |     T5723LS |        L10621  |
        714.4478  |    12 |            |      |  232462.724   -   246455.629  | 2s2.2p2.(3P).3d   | 4P    | 5/2  | 2s2.2p2.(3P).4p    | 4P*   | 5/2  |   6 - 6   |    |             |        L10621  |
        715.1087  |    12 |            |      |  252608.28    -   266588.33   | 2s2.2p2.(1D).3d   | 2G    | 9/2  | 2s2.2p2.(1D).4p    | 2F*   | 7/2  |  10 - 8   |    |             |        L10621  |
        715.6090  |    11 |            |      |  252609.46    -   266579.73   | 2s2.2p2.(1D).3d   | 2G    | 7/2  | 2s2.2p2.(1D).4p    | 2F*   | 5/2  |   8 - 6   |    |             |        L10621  |
        716.7833  |     7 |            |      |  232535.949   -   246483.317  | 2s2.2p2.(3P).3d   | 4P    | 3/2  | 2s2.2p2.(3P).4p    | 4P*   | 3/2  |   4 - 4   |    |             |        L10621  |
        718.2091  |     6 |            |      |  232535.949   -   246455.629  | 2s2.2p2.(3P).3d   | 4P    | 3/2  | 2s2.2p2.(3P).4p    | 4P*   | 5/2  |   4 - 6   |    |             |        L10621  |
        720.2206  |     9 |            |      |  232602.492   -   246483.317  | 2s2.2p2.(3P).3d   | 4P    | 1/2  | 2s2.2p2.(3P).4p    | 4P*   | 3/2  |   2 - 4   |    |             |        L10621  |
        722.9142  |    16 |            |      |  232462.724   -   246291.822  | 2s2.2p2.(3P).3d   | 4P    | 5/2  | 2s2.2p2.(3P).4p    | 4S*   | 3/2  |   6 - 4   |    |             |        L10621  |
        725.2717  |    12 |            |      |  232535.949   -   246320.086  | 2s2.2p2.(3P).3d   | 4P    | 3/2  | 2s2.2p2.(3P).4p    | 4P*   | 1/2  |   4 - 2   |    |             |        L10621  |
        725.9282  |    10 |            |      |  232711.642   -   246483.317  | 2s2.2p2.(3P).3d   | 4D    | 1/2  | 2s2.2p2.(3P).4p    | 4P*   | 3/2  |   2 - 4   |    |             |        L10621  |
        726.7630  |     9 |            |      |  232535.949   -   246291.822  | 2s2.2p2.(3P).3d   | 4P    | 3/2  | 2s2.2p2.(3P).4p    | 4S*   | 3/2  |   4 - 4   |    |             |        L10621  |
        727.7438  |    12 |            |      |  232745.981   -   246483.317  | 2s2.2p2.(3P).3d   | 4D    | 3/2  | 2s2.2p2.(3P).4p    | 4P*   | 3/2  |   4 - 4   |    |             |        L10621  |
        727.8258  |    10 |            |      |  232747.562   -   246483.317  | 2s2.2p2.(3P).3d   | 4D    | 5/2  | 2s2.2p2.(3P).4p    | 4P*   | 3/2  |   6 - 4   |    |             |        L10621  |
        728.0257  |    11 | 4.59e+06   | D    |  234454.634   -   248186.64   | 2s2.2p2.(3P).3d   | 2D    | 5/2  | 2s2.2p2.(3P).4p    | 2D*   | 5/2  |   6 - 6   |    |     T5723LS |        L10621  |
        728.7894  |    10 |            |      |  232602.492   -   246320.086  | 2s2.2p2.(3P).3d   | 4P    | 1/2  | 2s2.2p2.(3P).4p    | 4P*   | 1/2  |   2 - 2   |    |             |        L10621  |
        729.2129  |     9 |            |      |  232745.981   -   246455.629  | 2s2.2p2.(3P).3d   | 4D    | 3/2  | 2s2.2p2.(3P).4p    | 4P*   | 5/2  |   4 - 6   |    |             |        L10621  |
        729.2962  |    11 |            |      |  232747.562   -   246455.629  | 2s2.2p2.(3P).3d   | 4D    | 5/2  | 2s2.2p2.(3P).4p    | 4P*   | 5/2  |   6 - 6   |    |             |        L10621  |
        729.6310  |    14 |            |      |  232753.816   -   246455.629  | 2s2.2p2.(3P).3d   | 4D    | 7/2  | 2s2.2p2.(3P).4p    | 4P*   | 5/2  |   8 - 6   |    |             |        L10621  |
        729.8112  |     5 |            |      |  253792.40    -   267490.79   | 2s2.2p2.(1D).3d   | 2P    | 3/2  | 2s2.2p2.(1D).4p    | 2P*   | 3/2  |   4 - 4   |    |             |        L10621  |
        730.4170  |     7 |            |      |  232796.298   -   246483.317  | 2s2.2p2.(3P).3d   | 2F    | 5/2  | 2s2.2p2.(3P).4p    | 4P*   | 3/2  |   6 - 4   |    |             |        L10621  |
        731.3114  |     1 |            |      |  253789.99    -   267460.28   | 2s2.2p2.(1D).3d   | 2P    | 1/2  | 2s2.2p2.(1D).4p    | 2P*   | 1/2  |   2 - 2   |    |             |        L10621  |
        731.8987  |    10 |            |      |  232796.298   -   246455.629  | 2s2.2p2.(3P).3d   | 2F    | 5/2  | 2s2.2p2.(3P).4p    | 4P*   | 5/2  |   6 - 6   |    |             |        L10621  |
        731.992   |       | 9.07e-02   | B    |   26810.55    -    40468.01   | 2s2.2p3           | 2D*   | 5/2  | 2s2.2p3            | 2P*   | 3/2  |   6 - 4   | E2 | T5047,T4644 |         L3452  |
        733.019   |     * | 7.74e-02   | B    |   26830.57    -    40470.00   | 2s2.2p3           | 2D*   | 3/2  | 2s2.2p3            | 2P*   | 1/2  |   4 - 2   | E2 | T5047,T4644 |         L3452  |
        733.019   |     * | 3.85e-02   | B    |   26830.57    -    40468.01   | 2s2.2p3           | 2D*   | 3/2  | 2s2.2p3            | 2P*   | 3/2  |   4 - 4   | E2 | T5047,T4644 |         L3452  |
        734.6367  |     7 |            |      |  232711.642   -   246320.086  | 2s2.2p2.(3P).3d   | 4D    | 1/2  | 2s2.2p2.(3P).4p    | 4P*   | 1/2  |   2 - 2   |    |             |        L10621  |
        734.6895  |     9 | 4.30e+06   | D    |  234402.797   -   248010.23   | 2s2.2p2.(3P).3d   | 2D    | 3/2  | 2s2.2p2.(3P).4p    | 2D*   | 3/2  |   4 - 4   |    |     T5723LS |        L10621  |
        735.5362  |     4 |            |      |  253048.82    -   266640.58   | 2s2.2p2.(1D).3d   | 2D    | 5/2  | 2s2.2p2.(1D).4p    | 2D*   | 5/2  |   6 - 6   |    |             |        L10621  |
        736.1647  |     3 |            |      |  232711.642   -   246291.822  | 2s2.2p2.(3P).3d   | 4D    | 1/2  | 2s2.2p2.(3P).4p    | 4S*   | 3/2  |   2 - 4   |    |             |        L10621  |
        736.3046  |     2 |            |      |  253046.74    -   266624.32   | 2s2.2p2.(1D).3d   | 2D    | 3/2  | 2s2.2p2.(1D).4p    | 2D*   | 3/2  |   4 - 4   |    |             |        L10621  |
        736.4935  |     3 |            |      |  232745.981   -   246320.086  | 2s2.2p2.(3P).3d   | 4D    | 3/2  | 2s2.2p2.(3P).4p    | 4P*   | 1/2  |   4 - 2   |    |             |        L10621  |
        736.7694  |     5 |            |      |  245037.29    -   258606.35   | 2s2.2p2.(3P).4p   | 2S*   | 1/2  | 2s2.2p2.(3P).5s    | 2P    | 3/2  |   2 - 4   |    |             |        L10621  |
        736.9017  |     1 |            |      |  232462.724   -   246029.295  | 2s2.2p2.(3P).3d   | 4P    | 5/2  | 2s2.2p2.(3P).4p    | 4D*   | 7/2  |   6 - 8   |    |             |        L10621  |
